Date/Time,Year,Month,Day,Data Quality,Max Temp (хбC),Max Temp Flag,Min Temp (хбC),Min Temp Flag,Mean Temp (хбC),Mean Temp Flag,Heat Deg Days (хбC),Heat Deg Days Flag,Cool Deg Days (хбC),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
2010-01-01,2010,1,1,ха,-11.3,,-18.4,,-14.9,,32.9,,0,,,M,,M,0,,26,,,,<31,
2010-01-02,2010,1,2,ха,-10.8,,-20.6,,-15.7,,33.7,,0,,0,,,M,1.1,,26,,,,<31,
2010-01-03,2010,1,3,ха,-5.6,,-10.8,,-8.2,,26.2,,0,,,M,,M,0.8,,26,,,,<31,
2010-01-04,2010,1,4,ха,-5.5,,-10.2,,-7.9,,25.9,,0,,,M,,M,0.8,,,,,,<31,
2010-01-05,2010,1,5,ха,-7.8,,-15.2,,-11.5,,29.5,,0,,,M,,M,0.2,,,,33,,37,
2010-01-06,2010,1,6,ха,-15,,-24.1,,-19.6,,37.6,,0,,,M,,M,0,,27,,33,,67,
2010-01-07,2010,1,7,ха,-23.9,,-29.1,,-26.5,,44.5,,0,,,M,,M,0,,14,,34,,74,
2010-01-08,2010,1,8,ха,-27.2,,-32.7,,-30,,48,,0,,,M,,M,0.2,,14,,33,,52,
2010-01-09,2010,1,9,ха,-28.6,,-34.3,,-31.5,,49.5,,0,,,M,,M,0,,15,,32,,32,
2010-01-10,2010,1,10,ха,-13.5,,-32.2,,-22.9,,40.9,,0,,,M,,M,0,,14,,14,,35,
2010-01-11,2010,1,11,ха,-16.3,,-32.4,,-24.4,,42.4,,0,,,M,,M,0.4,,14,,35,,44,
2010-01-12,2010,1,12,ха,-30.3,,-34.3,,-32.3,,50.3,,0,,,M,,M,0.2,,15,,32,,35,
2010-01-13,2010,1,13,ха,-27.3,,-33.4,,-30.4,,48.4,,0,,,M,,M,0,,15,,35,,32,
2010-01-14,2010,1,14,ха,-17.9,,-33.8,,-25.9,,43.9,,0,,0,,,M,1.1,,15,,14,,46,
2010-01-15,2010,1,15,ха,-17.8,,-19.7,,-18.8,,36.8,,0,,,M,,M,0,,26,,6,,41,
2010-01-16,2010,1,16,ха,-19.1,,-31.5,,-25.3,,43.3,,0,,,M,,M,0,,,,34,,70,
2010-01-17,2010,1,17,ха,-23.7,,-30.9,,-27.3,,45.3,,0,,,M,,M,0.2,,15,,32,,63,
2010-01-18,2010,1,18,ха,-13.9,,-27.9,,-20.9,,38.9,,0,,,M,,M,0.4,,15,,30,,37,
2010-01-19,2010,1,19,ха,-7.4,,-19,,-13.2,,31.2,,0,,,M,,M,0,,14,,15,,39,
2010-01-20,2010,1,20,ха,-9.3,,-30.5,,-19.9,,37.9,,0,,,M,,M,0.2,,14,,34,,74,
2010-01-21,2010,1,21,ха,-30.5,,-33.5,,-32,,50,,0,,,M,,M,0,,14,,33,,65,
2010-01-22,2010,1,22,ха,-23.8,,-32.5,,-28.2,,46.2,,0,,,M,,M,0.3,,15,,32,,52,
2010-01-23,2010,1,23,ха,-26,,-30.5,,-28.3,,46.3,,0,,,M,,M,0,,15,,32,,56,
2010-01-24,2010,1,24,ха,-21.3,,-30.2,,-25.8,,43.8,,0,,,M,,M,0,,15,,34,,32,
2010-01-25,2010,1,25,ха,-11.5,,-21.6,,-16.6,,34.6,,0,,0,,,M,4.2,,14,,14,,44,
2010-01-26,2010,1,26,ха,-7.3,,-18.4,,-12.9,,30.9,,0,,,M,,M,5.2,,,,36,,37,
2010-01-27,2010,1,27,ха,-18.4,,-22.8,,-20.6,,38.6,,0,,,M,,M,0,,,,34,,61,
2010-01-28,2010,1,28,ха,-14.8,,-21.3,,-18.1,,36.1,,0,,0,,,M,0.7,,,,34,,56,
2010-01-29,2010,1,29,ха,-18.6,,-29.1,,-23.9,,41.9,,0,,,M,,M,0,,,,31,,35,
2010-01-30,2010,1,30,ха,-12.7,,-26.8,,-19.8,,37.8,,0,,,M,,M,0.5,,24,,34,,74,
2010-01-31,2010,1,31,ха,-8.8,,-18.3,,-13.6,,31.6,,0,,0,,,M,1,,14,,34,,67,
2010-02-01,2010,2,1,ха,-11.1,,-18.6,,-14.9,,32.9,,0,,,M,,M,0.6,,24,,33,,54,
2010-02-02,2010,2,2,ха,-16.3,,-18.1,,-17.2,,35.2,,0,,,M,,M,0,,29,,32,,56,
2010-02-03,2010,2,3,ха,-16.2,,-20.3,,-18.3,,36.3,,0,,,M,,M,0.2,,26,,32,,44,
2010-02-04,2010,2,4,ха,-10.9,,-17.9,,-14.4,,32.4,,0,,,M,,M,0,,26,,33,,57,
2010-02-05,2010,2,5,ха,-12.6,,-22,,-17.3,,35.3,,0,,,M,,M,0,,25,,33,,56,
2010-02-06,2010,2,6,ха,-13.2,,-18.7,,-16,,34,,0,,,M,,M,0,,,,,,<31,
2010-02-07,2010,2,7,ха,-12.7,,-23.4,,-18.1,,36.1,,0,,,M,,M,0.2,,25,,1,,56,
2010-02-08,2010,2,8,ха,-17.1,,-25.6,,-21.4,,39.4,,0,,,M,,M,0,,25,,34,,56,
2010-02-09,2010,2,9,ха,-18.4,,-22.4,,-20.4,,38.4,,0,,,M,,M,0,,25,,33,,52,
2010-02-10,2010,2,10,ха,-17.8,,-22.1,,-20,,38,,0,,,M,,M,0,,25,,33,,41,
2010-02-11,2010,2,11,ха,-15.7,,-20.2,,-18,,36,,0,,,M,,M,0,,25,,33,,46,
2010-02-12,2010,2,12,ха,-19.7,,-25.3,,-22.5,,40.5,,0,,,M,,M,0,,25,,32,,44,
2010-02-13,2010,2,13,ха,-22.2,,-27.4,,-24.8,,42.8,,0,,,M,,M,,M,25,,,,<31,
2010-02-14,2010,2,14,ха,-21.8,,-28.6,,-25.2,,43.2,,0,,,M,,M,0,,25,,,,<31,
2010-02-15,2010,2,15,ха,-12.6,,-27.2,,-19.9,,37.9,,0,,0,,,M,1,,25,,32,,33,
2010-02-16,2010,2,16,ха,-15,,-21.3,,-18.2,,36.2,,0,,,M,,M,0,,25,,33,,57,
2010-02-17,2010,2,17,ха,-10.7,,-20.2,,-15.5,,33.5,,0,,,M,,M,2,,25,,32,,50,
2010-02-18,2010,2,18,ха,-6,,-10.7,,-8.4,,26.4,,0,,,M,,M,7,,,,,,<31,
2010-02-19,2010,2,19,ха,-2.5,,-7.2,,-4.9,,22.9,,0,,,M,,M,6.6,,,,,,<31,
2010-02-20,2010,2,20,ха,-5.7,,-16.4,,-11.1,,29.1,,0,,,M,,M,0,,,,,,<31,
2010-02-21,2010,2,21,ха,-12.1,,-24.5,,-18.3,,36.3,,0,,,M,,M,0,,,,,,<31,
2010-02-22,2010,2,22,ха,-6.2,,-25.9,,-16.1,,34.1,,0,,,M,,M,1.1,,,,15,,59,
2010-02-23,2010,2,23,ха,-2.7,,-6.6,,-4.7,,22.7,,0,,,M,,M,0.4,,33,,15,,52,
2010-02-24,2010,2,24,ха,-2.7,,-13.9,,-8.3,,26.3,,0,,,M,,M,0,,,,32,,59,
2010-02-25,2010,2,25,ха,-13.9,,-28.1,,-21,,39,,0,,,M,,M,0,,34,,32,,57,
2010-02-26,2010,2,26,ха,-19.3,,-30.3,,-24.8,,42.8,,0,,,M,,M,0,,33,,,,<31,
2010-02-27,2010,2,27,ха,-14,,-22.5,,-18.3,,36.3,,0,,,M,,M,0.2,,34,,33,,57,
2010-02-28,2010,2,28,ха,-22.2,,-34.1,,-28.2,,46.2,,0,,,M,,M,0,,34,,32,,48,
2010-03-01,2010,3,1,ха,-27.7,,-39.8,,-33.8,,51.8,,0,,,M,,M,0.4,,32,,,,<31,
2010-03-02,2010,3,2,ха,-27,,-33.8,,-30.4,,48.4,,0,,,M,,M,0.2,,31,,33,,33,
2010-03-03,2010,3,3,ха,-26.8,,-34.2,,-30.5,,48.5,,0,,,M,,M,0,,33,,34,,44,
2010-03-04,2010,3,4,ха,-25.1,,-33.8,,-29.5,,47.5,,0,,,M,,M,0,,33,,31,,33,
2010-03-05,2010,3,5,ха,-10.3,,-28.2,,-19.3,,37.3,,0,,,M,,M,0.4,,33,,12,,46,
2010-03-06,2010,3,6,ха,-9.7,,-23.4,,-16.6,,34.6,,0,,,M,,M,0.6,,33,,33,,44,
2010-03-07,2010,3,7,ха,-10.4,,-26.4,,-18.4,,36.4,,0,,,M,,M,0,,32,,7,,41,
2010-03-08,2010,3,8,ха,-8,,-13.5,,-10.8,,28.8,,0,,,M,,M,0,,33,,8,,33,
2010-03-09,2010,3,9,ха,-12,,-22.6,,-17.3,,35.3,,0,,,M,,M,0,,32,,34,,48,
2010-03-10,2010,3,10,ха,-17.6,,-25.5,,-21.6,,39.6,,0,,,M,,M,0,,32,,34,,43,
2010-03-11,2010,3,11,ха,-15.7,,-25.9,,-20.8,,38.8,,0,,,M,,M,0,,31,,,,<31,
2010-03-12,2010,3,12,ха,-14.3,,-24.4,,-19.4,,37.4,,0,,,M,,M,0,,30,,,,<31,
2010-03-13,2010,3,13,ха,-10.6,,-16.1,,-13.4,,31.4,,0,,,M,,M,0,,32,,,,<31,
2010-03-14,2010,3,14,ха,-8.2,,-13.2,,-10.7,,28.7,,0,,,M,,M,0.2,,,,,,<31,
2010-03-15,2010,3,15,ха,-3,,-9.3,,-6.2,,24.2,,0,,0,,,M,0.9,,36,,12,,59,
2010-03-16,2010,3,16,ха,-4.9,,-15.7,,-10.3,,28.3,,0,,,M,,M,0,,34,,3,,61,
2010-03-17,2010,3,17,ха,-9,,-21.1,,-15.1,,33.1,,0,,,M,,M,0,,32,,,,<31,
2010-03-18,2010,3,18,ха,-16.8,,-24.2,,-20.5,,38.5,,0,,,M,,M,0,,32,,34,,41,
2010-03-19,2010,3,19,ха,-18.4,,-27.2,,-22.8,,40.8,,0,,,M,,M,0.4,,31,,,,<31,
2010-03-20,2010,3,20,ха,-17.8,,-29.7,,-23.8,,41.8,,0,,,M,,M,0,,31,,,,<31,
2010-03-21,2010,3,21,ха,-19.5,,-30.5,,-25,,43,,0,,,M,,M,0,,31,,,,<31,
2010-03-22,2010,3,22,ха,-16.9,,-23.4,,-20.2,,38.2,,0,,,M,,M,0.2,,31,,13,,32,
2010-03-23,2010,3,23,ха,-18.2,,-32.1,,-25.2,,43.2,,0,,,M,,M,0,,31,,,,<31,
2010-03-24,2010,3,24,ха,-21.7,,-33.5,,-27.6,,45.6,,0,,,M,,M,0.2,,31,,,,<31,
2010-03-25,2010,3,25,ха,-8.8,,-27.3,,-18.1,,36.1,,0,,,M,,M,5.8,,31,,,,<31,
2010-03-26,2010,3,26,ха,1.2,,-10.2,,-4.5,,22.5,,0,,,M,,M,2,,39,,12,,46,
2010-03-27,2010,3,27,ха,-3.8,,-18.5,,-11.2,,29.2,,0,,,M,,M,0.2,,42,,14,,69,
2010-03-28,2010,3,28,ха,-15.1,,-24.6,,-19.9,,37.9,,0,,,M,,M,0,,31,,13,,32,
2010-03-29,2010,3,29,ха,-16.1,,-27,,-21.6,,39.6,,0,,,M,,M,0,,34,,,,<31,
2010-03-30,2010,3,30,ха,-15.6,,-28.1,,-21.9,,39.9,,0,,,M,,M,0,,31,,,,<31,
2010-03-31,2010,3,31,ха,-14.1,,-28,,-21.1,,39.1,,0,,,M,,M,0,,31,,,,<31,
2010-04-01,2010,4,1,ха,-6.9,,-20.2,,-13.6,,31.6,,0,,,M,,M,0.2,,34,,,,<31,
2010-04-02,2010,4,2,ха,-4.3,,-7.4,,-5.9,,23.9,,0,,0,,,M,4.4,,41,,9,,35,
2010-04-03,2010,4,3,ха,-5.7,,-25.7,,-15.7,,33.7,,0,,,M,,M,0.2,,42,,33,,52,
2010-04-04,2010,4,4,ха,-8.2,,-25.4,,-16.8,,34.8,,0,,,M,,M,1.5,,39,,,,<31,
2010-04-05,2010,4,5,ха,-4.4,,-8.7,,-6.6,,24.6,,0,,,M,,M,5.4,,44,,,,<31,
2010-04-06,2010,4,6,ха,-5.3,,-11.1,,-8.2,,26.2,,0,,,M,,M,1.8,,47,,,,<31,
2010-04-07,2010,4,7,ха,-9,,-21.7,,-15.4,,33.4,,0,,,M,,M,0.5,,,,34,,43,
2010-04-08,2010,4,8,ха,-11.8,,-23.8,,-17.8,,35.8,,0,,,M,,M,0,,,,,,<31,
2010-04-09,2010,4,9,ха,-7.7,,-25.1,,-16.4,,34.4,,0,,,M,,M,0,,44,,31,,39,
2010-04-10,2010,4,10,ха,-7.4,,-18.6,,-13,,31,,0,,,M,,M,0,,39,,,,<31,
2010-04-11,2010,4,11,ха,-5.9,,-15.1,,-10.5,,28.5,,0,,,M,,M,0,,40,,33,,41,
2010-04-12,2010,4,12,ха,-10,,-18.5,,-14.3,,32.3,,0,,,M,,M,0,,,,34,,65,
2010-04-13,2010,4,13,ха,-13.8,,-20.9,,-17.4,,35.4,,0,,,M,,M,0,,47,,34,,35,
2010-04-14,2010,4,14,ха,-14,,-23.9,,-19,,37,,0,,,M,,M,0,,46,,34,,37,
2010-04-15,2010,4,15,ха,-12.3,,-25.2,,-18.8,,36.8,,0,,,M,,M,0,,46,,,,<31,
2010-04-16,2010,4,16,ха,-6.5,,-17,,-11.8,,29.8,,0,,,M,,M,0,,46,,15,,46,
2010-04-17,2010,4,17,ха,-3.8,,-10.7,,-7.3,,25.3,,0,,,M,,M,0,,46,,15,,35,
2010-04-18,2010,4,18,ха,0.1,,-9.7,,-4.8,,22.8,,0,,,M,,M,0.2,,,,,,<31,
2010-04-19,2010,4,19,ха,-1.8,,-5.8,,-3.8,,21.8,,0,,,M,,M,0.4,,,,,,<31,
2010-04-20,2010,4,20,ха,-1.1,,-4.7,,-2.9,,20.9,,0,,,M,,M,1.7,,,,7,,33,
2010-04-21,2010,4,21,ха,-1.4,,-3.3,,-2.4,,20.4,,0,,,M,,M,1.2,,,,14,,35,
2010-04-22,2010,4,22,ха,3.9,,-5.6,,-0.9,,18.9,,0,,,M,,M,0,,,,,,<31,
2010-04-23,2010,4,23,ха,-3.6,,-9.6,,-6.6,,24.6,,0,,,M,,M,0,,40,,32,,54,
2010-04-24,2010,4,24,ха,-0.3,,-9.9,,-5.1,,23.1,,0,,,M,,M,0,,38,,33,,57,
2010-04-25,2010,4,25,ха,-2,,-14.1,,-8.1,,26.1,,0,,,M,,M,0,,39,,,,<31,
2010-04-26,2010,4,26,ха,-2.7,,-17.3,,-10,,28,,0,,,M,,M,0,,40,,33,,43,
2010-04-27,2010,4,27,ха,-4,,-13.8,,-8.9,,26.9,,0,,,M,,M,0,,40,,36,,44,
2010-04-28,2010,4,28,ха,-4.4,,-12.6,,-8.5,,26.5,,0,,,M,,M,0,,38,,,,<31,
2010-04-29,2010,4,29,ха,-1.1,,-7.3,,-4.2,,22.2,,0,,,M,,M,0,,38,,,,<31,
2010-04-30,2010,4,30,ха,-0.9,,-3.8,,-2.4,,20.4,,0,,,M,,M,0,,39,,33,,43,
2010-05-01,2010,5,1,ха,-1.3,,-5.9,,-3.6,,21.6,,0,,,M,,M,0,,37,,33,,48,
2010-05-02,2010,5,2,ха,-5.9,,-13,,-9.5,,27.5,,0,,,M,,M,0,,42,,33,,41,
2010-05-03,2010,5,3,ха,-4.3,,-12.7,,-8.5,,26.5,,0,,,M,,M,0,,43,,,,<31,
2010-05-04,2010,5,4,ха,-2.9,,-13.7,,-8.3,,26.3,,0,,,M,,M,0,,42,,,,<31,
2010-05-05,2010,5,5,ха,-5.6,,-15.5,,-10.6,,28.6,,0,,,M,,M,0,,43,,,,<31,
2010-05-06,2010,5,6,ха,-2.2,,-17,,-9.6,,27.6,,0,,,M,,M,0,,43,,,,<31,
2010-05-07,2010,5,7,ха,2,,-8.1,,-3.1,,21.1,,0,,,M,,M,2.8,,43,,,,<31,
2010-05-08,2010,5,8,ха,6,,0.6,,3.3,,14.7,,0,,,M,,M,0,,40,,9,,37,
2010-05-09,2010,5,9,ха,5.2,,0.5,,2.9,,15.1,,0,,,M,,M,4.1,,,,7,,32,
2010-05-10,2010,5,10,ха,3.9,,0,,2,,16,,0,,,M,,M,0,,,,30,,39,
2010-05-11,2010,5,11,ха,0.1,,-7.6,,-3.8,,21.8,,0,,,M,,M,0,,25,,32,,44,
2010-05-12,2010,5,12,ха,1.1,,-9,,-4,,22,,0,,,M,,M,0,,25,,,,<31,
2010-05-13,2010,5,13,ха,1.8,,-3.5,,-0.9,,18.9,,0,,,M,,M,0,,24,,16,,32,
2010-05-14,2010,5,14,ха,1,,-3.5,,-1.3,,19.3,,0,,,M,,M,0,,,,,,<31,
2010-05-15,2010,5,15,ха,2.8,,-1.2,,0.8,,17.2,,0,,,M,,M,0,,,,15,,32,
2010-05-16,2010,5,16,ха,2.5,,-0.4,,1.1,,16.9,,0,,,M,,M,0,,,,,,<31,
2010-05-17,2010,5,17,ха,2.4,,-1.6,,0.4,,17.6,,0,,,M,,M,2.2,,,,,,<31,
2010-05-18,2010,5,18,ха,-0.4,,-6.6,,-3.5,,21.5,,0,,,M,,M,0,,10,,33,,44,
2010-05-19,2010,5,19,ха,-0.3,,-7.2,,-3.8,,21.8,,0,,,M,,M,0,,13,,14,,41,
2010-05-20,2010,5,20,ха,-1.7,,-7.1,,-4.4,,22.4,,0,,,M,,M,0.4,,12,,33,,39,
2010-05-21,2010,5,21,ха,0,,-6.9,,-3.5,,21.5,,0,,,M,,M,0.5,,,,,,<31,
2010-05-22,2010,5,22,ха,0.8,,-8.7,,-4,,22,,0,,,M,,M,0,,12,,34,,44,
2010-05-23,2010,5,23,ха,2.7,,-1.6,,0.6,,17.4,,0,,,M,,M,0,,11,,34,,37,
2010-05-24,2010,5,24,ха,4.8,,-1.4,,1.7,,16.3,,0,,,M,,M,0,,5,,,,<31,
2010-05-25,2010,5,25,ха,9.2,,-2.4,,3.4,,14.6,,0,,,M,,M,0,,,,,,<31,
2010-05-26,2010,5,26,ха,8.4,,0.3,,4.4,,13.6,,0,,,M,,M,0,,1,,,,<31,
2010-05-27,2010,5,27,ха,5.6,,-0.2,,2.7,,15.3,,0,,,M,,M,0,,,,,,<31,
2010-05-28,2010,5,28,ха,4.7,,0,,2.4,,15.6,,0,,,M,,M,0,,,,10,,37,
2010-05-29,2010,5,29,ха,3.5,,0.3,,1.9,,16.1,,0,,,M,,M,13.1,,,,13,,33,
2010-05-30,2010,5,30,ха,1.9,,0.1,,1,,17,,0,,,M,,M,1.1,,,,,,<31,
2010-05-31,2010,5,31,ха,3.1,,-0.3,,1.4,,16.6,,0,,,M,,M,0,,,,,,<31,
