Date/Time,Year,Month,Day,Data Quality,Max Temp (å¡C),Max Temp Flag,Min Temp (å¡C),Min Temp Flag,Mean Temp (å¡C),Mean Temp Flag,Heat Deg Days (å¡C),Heat Deg Days Flag,Cool Deg Days (å¡C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
1996-01-01,1996,1,1,,,,,,,,,,,,,,,,,,,,,,,
1996-01-02,1996,1,2,,,,,,,,,,,,,,,,,,,,,,,
1996-01-03,1996,1,3,,,,,,,,,,,,,,,,,,,,,,,
1996-01-04,1996,1,4,,,,,,,,,,,,,,,,,,,,,,,
1996-01-05,1996,1,5,,,,,,,,,,,,,,,,,,,,,,,
1996-01-06,1996,1,6,,,,,,,,,,,,,,,,,,,,,,,
1996-01-07,1996,1,7,,,,,,,,,,,,,,,,,,,,,,,
1996-01-08,1996,1,8,,,,,,,,,,,,,,,,,,,,,,,
1996-01-09,1996,1,9,,,,,,,,,,,,,,,,,,,,,,,
1996-01-10,1996,1,10,,,,,,,,,,,,,,,,,,,,,,,
1996-01-11,1996,1,11,,,,,,,,,,,,,,,,,,,,,,,
1996-01-12,1996,1,12,,,,,,,,,,,,,,,,,,,,,,,
1996-01-13,1996,1,13,,,,,,,,,,,,,,,,,,,,,,,
1996-01-14,1996,1,14,,,,,,,,,,,,,,,,,,,,,,,
1996-01-15,1996,1,15,,,,,,,,,,,,,,,,,,,,,,,
1996-01-16,1996,1,16,,,,,,,,,,,,,,,,,,,,,,,
1996-01-17,1996,1,17,,,,,,,,,,,,,,,,,,,,,,,
1996-01-18,1996,1,18,,,,,,,,,,,,,,,,,,,,,,,
1996-01-19,1996,1,19,,,,,,,,,,,,,,,,,,,,,,,
1996-01-20,1996,1,20,,,,,,,,,,,,,,,,,,,,,,,
1996-01-21,1996,1,21,,,,,,,,,,,,,,,,,,,,,,,
1996-01-22,1996,1,22,,,,,,,,,,,,,,,,,,,,,,,
1996-01-23,1996,1,23,,,,,,,,,,,,,,,,,,,,,,,
1996-01-24,1996,1,24,,,,,,,,,,,,,,,,,,,,,,,
1996-01-25,1996,1,25,,,,,,,,,,,,,,,,,,,,,,,
1996-01-26,1996,1,26,,,,,,,,,,,,,,,,,,,,,,,
1996-01-27,1996,1,27,,,,,,,,,,,,,,,,,,,,,,,
1996-01-28,1996,1,28,,,,,,,,,,,,,,,,,,,,,,,
1996-01-29,1996,1,29,,,,,,,,,,,,,,,,,,,,,,,
1996-01-30,1996,1,30,,,,,,,,,,,,,,,,,,,,,,,
1996-01-31,1996,1,31,,,,,,,,,,,,,,,,,,,,,,,
1996-02-01,1996,2,1,,,,,,,,,,,,,,,,,,,,,,,
1996-02-02,1996,2,2,,,,,,,,,,,,,,,,,,,,,,,
1996-02-03,1996,2,3,,,,,,,,,,,,,,,,,,,,,,,
1996-02-04,1996,2,4,,,,,,,,,,,,,,,,,,,,,,,
1996-02-05,1996,2,5,,,,,,,,,,,,,,,,,,,,,,,
1996-02-06,1996,2,6,,,,,,,,,,,,,,,,,,,,,,,
1996-02-07,1996,2,7,,,,,,,,,,,,,,,,,,,,,,,
1996-02-08,1996,2,8,,,,,,,,,,,,,,,,,,,,,,,
1996-02-09,1996,2,9,,,,,,,,,,,,,,,,,,,,,,,
1996-02-10,1996,2,10,,,,,,,,,,,,,,,,,,,,,,,
1996-02-11,1996,2,11,,,,,,,,,,,,,,,,,,,,,,,
