Date/Time,Year,Month,Day,Data Quality,Max Temp (хбC),Max Temp Flag,Min Temp (хбC),Min Temp Flag,Mean Temp (хбC),Mean Temp Flag,Heat Deg Days (хбC),Heat Deg Days Flag,Cool Deg Days (хбC),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
2016-01-01,2016,1,1,ха,-2.2,,-11.1,,-6.7,,24.7,,0,,,M,,M,0,,2,,33,,39,
2016-01-02,2016,1,2,ха,-2.7,,-13,,-7.9,,25.9,,0,,,M,,M,0,,2,,32,,32,
2016-01-03,2016,1,3,ха,-4.6,,-14.5,,-9.6,,27.6,,0,,,M,,M,0,,2,,,,<31,
2016-01-04,2016,1,4,ха,-3.5,,-15.1,,-9.3,,27.3,,0,,,M,,M,0,,2,,,,<31,
2016-01-05,2016,1,5,ха,-8.2,,-19.4,,-13.8,,31.8,,0,,,M,,M,0,,2,,,,<31,
2016-01-06,2016,1,6,ха,-3.8,,-8.8,,-6.3,,24.3,,0,,,M,,M,1.1,,2,,,,<31,
2016-01-07,2016,1,7,ха,-8,,-16.7,,-12.4,,30.4,,0,,,M,,M,1.2,,7,,3,,41,
2016-01-08,2016,1,8,ха,-16,,-26.1,,-21.1,,39.1,,0,,,M,,M,0.2,,6,,,,<31,
2016-01-09,2016,1,9,ха,-17.8,,-27.3,,-22.6,,40.6,,0,,,M,,M,0,,6,,,,<31,
2016-01-10,2016,1,10,ха,-12.7,,-26.7,,-19.7,,37.7,,0,,,M,,M,0.2,,6,,,,<31,
2016-01-11,2016,1,11,ха,-10.5,,-27.3,,-18.9,,36.9,,0,,,M,,M,0,,6,,35,,32,
2016-01-12,2016,1,12,ха,-9.2,,-22.8,,-16,,34,,0,,,M,,M,0,,6,,,,<31,
2016-01-13,2016,1,13,ха,-8.1,,-18.5,,-13.3,,31.3,,0,,,M,,M,0,,5,,,,<31,
2016-01-14,2016,1,14,ха,-10.4,,-16.9,,-13.7,,31.7,,0,,,M,,M,2.4,,6,,5,,35,
2016-01-15,2016,1,15,ха,-16.9,,-28,,-22.5,,40.5,,0,,,M,,M,0.4,,9,,,,<31,
2016-01-16,2016,1,16,ха,-24.8,,-37.1,,-31,,49,,0,,,M,,M,0.2,,8,,,,<31,
2016-01-17,2016,1,17,ха,-23.8,,-33,,-28.4,,46.4,,0,,,M,,M,0,,9,,,,<31,
2016-01-18,2016,1,18,ха,-11.8,,-27.4,,-19.6,,37.6,,0,,,M,,M,0.6,,9,,13,,32,
2016-01-19,2016,1,19,ха,-11.8,,-22.2,,-17,,35,,0,,,M,,M,0.2,,9,,,,<31,
2016-01-20,2016,1,20,ха,-14.3,,-22.8,,-18.6,,36.6,,0,,,M,,M,0,,8,,,,<31,
2016-01-21,2016,1,21,ха,-11.4,,-17.7,,-14.6,,32.6,,0,,,M,,M,0.2,,9,,14,,32,
2016-01-22,2016,1,22,ха,-0.9,,-12.4,,-6.7,,24.7,,0,,,M,,M,0,,7,,17,,39,
2016-01-23,2016,1,23,ха,-5.1,,-9.2,,-7.2,,25.2,,0,,,M,,M,1.2,,7,,3,,41,
2016-01-24,2016,1,24,ха,-3.5,,-8.4,,-6,,24,,0,,,M,,M,0,,11,,,,<31,
2016-01-25,2016,1,25,ха,-3.5,,-13.1,,-8.3,,26.3,,0,,,M,,M,0,,11,,,,<31,
2016-01-26,2016,1,26,ха,-0.1,,-16.2,,-8.2,,26.2,,0,,,M,,M,2.6,,10,,,,<31,
2016-01-27,2016,1,27,ха,4.2,,-6.2,,-1,,19,,0,,,M,,M,6.6,,10,,30,,63,
2016-01-28,2016,1,28,ха,3.3,,-7.5,,-2.1,,20.1,,0,,,M,,M,0,,10,,17,,33,
2016-01-29,2016,1,29,ха,3.8,,-5.5,,-0.9,,18.9,,0,,,M,,M,0,,10,,30,,52,
2016-01-30,2016,1,30,ха,-1.7,,-13,,-7.4,,25.4,,0,,,M,,M,0,,9,,,,<31,
2016-01-31,2016,1,31,ха,-3,,-13.7,,-8.4,,26.4,,0,,,M,,M,0.2,,9,,,,<31,
2016-02-01,2016,2,1,ха,-7.3,,-15.6,,-11.5,,29.5,,0,,,M,,M,0.2,,8,,,,<31,
2016-02-02,2016,2,2,ха,-5.7,,-16.8,,-11.3,,29.3,,0,,,M,,M,0,,9,,,,<31,
2016-02-03,2016,2,3,ха,-6.5,,-12.4,,-9.5,,27.5,,0,,,M,,M,0.2,,9,,29,,32,
2016-02-04,2016,2,4,ха,-8.8,,-16.5,,-12.7,,30.7,,0,,,M,,M,0.2,,10,,,,<31,
2016-02-05,2016,2,5,ха,-1.7,,-15.2,,-8.5,,26.5,,0,,,M,,M,0,,10,,,,<31,
2016-02-06,2016,2,6,ха,4.8,,-2.7,,1.1,,16.9,,0,,,M,,M,0,,10,,32,,83,
2016-02-07,2016,2,7,ха,0.1,,-9.7,,-4.8,,22.8,,0,,,M,,M,0,,9,,33,,87,
